Column1,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
103670,2z7VITS30dBexE91V5QXWv,Surfaces;Tai Verdes,Pacifico (Deluxe),Sheesh!,64,148846,False,0.743,0.832,5,-3.937,1,0.0611,0.161,0.0,0.0925,0.801,149.951,4,soul
103671,0bRXwKfigvpKZUurwqAlEh,Bill Withers,Menagerie,Lovely Day,76,254560,False,0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,4,soul
103674,6V81K1OcvYgHEnCA6A2Qx9,Duckwrth;Shaboozey,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Start a Riot,66,171466,False,0.728,0.727,2,-3.585,1,0.206,0.0128,0.0,0.0882,0.89,143.144,4,soul
103706,3yydZof4pq6N4zeyTzLwQk,RAC;Louis The Child,BOY,Passion,67,132746,False,0.777,0.721,0,-6.951,1,0.071,0.476,0.0512,0.27,0.88,106.956,4,soul
103709,0KfNomDfIkM7suIHb105Oi,Surfaces,Pacifico,Wave of You,64,213842,False,0.695,0.656,1,-6.038,1,0.0489,0.057,0.0,0.267,0.346,90.986,4,soul
103717,1kiNatIrwDusOZfR29W0LJ,Michael Jackson,Bad 25th Anniversary,Man in the Mirror - 2012 Remaster,70,318680,False,0.808,0.812,8,-5.012,1,0.0381,0.52,7.91e-05,0.134,0.269,100.331,4,soul
103801,2dCmGcEOQrMQhMMS8Vj7Ca,Rick James,Street Songs (Deluxe Edition),Super Freak,75,205466,False,0.838,0.794,9,-8.245,0,0.0531,0.22,0.0,0.0575,0.962,132.446,4,soul
103806,3Q5cLvkKsHJvYltf8k7HkO,Ty Dolla $ign;FKA twigs;Skrillex;Kanye West,Featuring Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",65,231618,False,0.818,0.598,10,-5.948,0,0.113,0.0573,1.32e-06,0.634,0.331,111.052,4,soul
103811,20hZGWimITfD4OnTNq6mg3,Darci,Middle Of It,Middle Of It,51,171891,False,0.682,0.894,11,-8.24,0,0.0386,0.0126,0.0335,0.159,0.598,130.008,4,soul
103859,3Zcv9IeYgCvEhxFTfsduaQ,88GLAM,88GLAM2,Lil Boat,63,180813,True,0.764,0.672,6,-4.274,0,0.0655,0.0166,1.06e-06,0.103,0.594,150.021,4,soul
103863,3jDdpx9PMlfMBS5tOBHFm9,Mark Morrison,Return of the Mack,Return of the Mack,75,213093,False,0.715,0.833,2,-5.379,1,0.108,0.00631,0.0,0.164,0.612,95.487,4,soul
103869,24NUQeDAAwLGym59N2KIGM,Darci,High Speeds,High Speeds,56,174004,False,0.658,0.638,6,-6.061,1,0.0388,0.557,1.14e-06,0.136,0.293,144.906,4,soul
103871,6MdqqkQ8sSC0WB4i8PyRuQ,Blackstreet;Dr. Dre;Queen Pen,Another Level,No Diggity,77,304600,False,0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,4,soul
103904,3FndTkMFKJuxYYl90ab1cF,Black Atlass,Dream Awake,Night After Night,54,183056,False,0.668,0.652,5,-5.89,0,0.04,0.0463,0.000396,0.141,0.712,159.959,4,soul
103905,3vXdK7DCzJyp1MIh10TJFS,Vaundy,strobo,東京フラッシュ,66,258858,False,0.628,0.634,2,-5.508,1,0.0322,0.00255,7.24e-06,0.0456,0.606,97.99,4,soul
103912,3CgZCQyuyxHRMWB9BTwmni,Frank Ocean,Swim Good,Swim Good,69,257186,False,0.653,0.668,0,-8.183,1,0.0881,0.00116,0.00269,0.0731,0.711,160.048,4,soul
103925,40gooTta3y4FgzXaMOGDJL,Surfaces,I Can't Help But Feel,I Can't Help But Feel,66,178780,False,0.722,0.706,1,-4.552,0,0.0314,0.328,0.0,0.108,0.715,114.983,4,soul
103932,6y2Kaz9QI01XBKJ8mTb7Pf,Rag'n'Bone Man,Human (Deluxe),Skin,68,239626,False,0.564,0.745,0,-7.733,1,0.31,0.265,0.0,0.147,0.351,170.661,4,soul
103955,612k0JGUvwPwfXoldaEqs8,MANILA GREY,No Saints Loading,Silver Skies,56,182889,False,0.688,0.649,6,-7.406,1,0.0856,0.351,0.0,0.106,0.568,99.977,4,soul
103957,0cciBj4236w1xByzZvn92D,Free Nationals;Daniel Caesar;Unknown Mortal Orchestra,Free Nationals,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),69,277046,True,0.552,0.741,11,-5.419,0,0.0542,0.284,8.2e-05,0.334,0.718,69.709,4,soul
103961,0gPQTLaqHDgdupKEok7J2x,Craig David,Born to Do It,7 Days,71,235133,False,0.659,0.812,4,-7.499,0,0.0487,0.23,0.0,0.0951,0.888,83.014,4,soul
103962,1GVkrFVc94CTjm9bdSmGjp,Joy Crookes,Feet Don't Fail Me Now,Feet Don't Fail Me Now,61,198800,False,0.662,0.84,6,-3.112,1,0.0509,0.17,0.000226,0.155,0.568,112.914,4,soul
103963,26Sw3iKfNsX2i0OnKqKXNi,GASHI;DJ Snake,GASHI,Safety (feat. DJ Snake),51,177780,False,0.754,0.828,1,-4.443,1,0.0355,0.0276,0.0266,0.0799,0.728,108.992,4,soul
103967,6mz1fBdKATx6qP4oP1I65G,Ginuwine,R&B: From Doo-Wop To Hip-Hop,Pony,73,251733,True,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,4,soul
103970,7s1upm7yr7ZjrzXMwHawtG,Marvin Gaye;Kygo,Sexual Healing (Kygo Remix),Sexual Healing - Kygo Remix,64,368316,False,0.689,0.68,0,-7.196,0,0.0427,0.321,0.0211,0.0431,0.646,100.987,4,soul
103975,1VZLEW5ZfcAbKZ94XQiSZF,Frank Ocean,Blonde,Close To You,65,85754,False,0.855,0.663,5,-8.401,0,0.2,0.194,0.0013,0.146,0.815,77.978,4,soul
103978,0S5EEpFAHcT7cm5XOASc29,Michael Jackson,XSCAPE,Love Never Felt So Good,65,235400,False,0.634,0.87,5,-5.277,1,0.0362,0.083,0.0,0.18,0.514,116.967,4,soul
103982,7IehzBxyvb9egSpZFXZwTe,Nao;Adekunle Gold,And Then Life Was Beautiful,Antidote (feat. Adekunle Gold),61,202626,False,0.776,0.696,11,-5.373,0,0.0733,0.203,1.62e-05,0.177,0.849,100.077,4,soul
103986,4FC7GMnGwYeAjuvC83Srbs,Michael Jackson,Scream,Dirty Diana - 2012 Remaster,62,280946,False,0.735,0.801,3,-4.525,1,0.0437,0.178,0.000408,0.324,0.331,131.425,4,soul
104051,0EpdLuptraYGFZ6J7HNSLc,Ana Mena;Belinda,LAS 12,LAS 12,79,165230,False,0.784,0.814,6,-2.436,1,0.0464,0.0559,0.0,0.194,0.728,129.96,4,spanish
104053,4iGnpp1h0i33lpoP42Y8Jt,Aitana;Emilia;Ptazeta,Quieres,Quieres,76,213666,False,0.796,0.646,11,-3.925,0,0.158,0.0744,0.0,0.127,0.663,180.03,4,spanish
104102,471HeGJPKw07MObixON0Um,Pablo Alborán;Ava Max,Tabú,Tabú,59,179774,False,0.748,0.808,9,-5.943,0,0.0619,0.0366,3.66e-05,0.11,0.553,99.997,4,spanish
104103,7dT6ccDqmMHvz5C0d8iUND,Abraham Mateo;Ana Mena,Quiero Decirte,Quiero Decirte,74,222348,False,0.751,0.772,4,-3.853,1,0.0383,0.039,0.0,0.102,0.923,117.941,4,spanish
104104,0cUp7d3a6DHzAuSKBn1NZJ,Beret;Omar Montes,Tú y yo,Tú y yo,68,163750,False,0.661,0.75,9,-2.694,1,0.0693,0.0571,1.03e-06,0.251,0.668,93.051,4,spanish
104105,4NkJeL16uUJJJFuZPvR1DC,Lola Indigo;Maria Becerra,DISCOTEKA,DISCOTEKA,76,174801,False,0.795,0.854,0,-5.462,1,0.0444,0.162,1.21e-06,0.0923,0.549,105.992,4,spanish
104106,1sLotMFghANlkVzI4ln2uW,Pole.;Estopa,Rumbapop,Rumbapop,65,158857,False,0.697,0.642,9,-6.205,0,0.0617,0.0498,0.0,0.436,0.948,105.138,4,spanish
104107,2GXCmc3A6ahTNnBsrkrRuh,India Martinez;Melendi,SI ELLA SUPIERA,SI ELLA SUPIERA,69,233633,False,0.728,0.608,7,-6.384,1,0.0713,0.326,0.0,0.139,0.658,138.923,4,spanish
104108,1g4cZvi0nLeeIycd0Rkljj,Lola Indigo;TINI;Belinda,La Niña,La Niña de la Escuela,72,204414,False,0.707,0.876,1,-1.887,1,0.0787,0.173,9.36e-06,0.932,0.853,176.068,4,spanish
104109,5mcYWxQAAlqGAhEPqVMMR5,Aitana,En El Coche,En El Coche,73,125080,False,0.856,0.65,1,-4.0,0,0.0952,0.15,1.13e-06,0.375,0.893,128.03,4,spanish
104111,5DhPx1cy248eVvTBoTVrrB,Pol Granch,solo x ti,solo x ti,68,198758,False,0.793,0.633,11,-4.447,0,0.0381,0.27,1.6e-05,0.111,0.498,118.005,4,spanish
104112,3nfICwo20uiFdEGzgNUSrG,Aitana;Nicki Nicole,Formentera,Formentera,78,207333,False,0.781,0.645,1,-4.136,0,0.0399,0.0903,1.58e-06,0.226,0.803,128.007,4,spanish
104113,4RgqBP0RY3pQY3Z3d3fKnf,Pablo Alborán,Carretera y manta,Carretera y manta,70,163244,False,0.816,0.787,6,-2.405,1,0.0622,0.153,0.0,0.069,0.841,99.957,4,spanish
104114,1lMuQJHBznRfq7GdQrIQN4,Ana Mena,Música Ligera,Música Ligera,67,235996,False,0.695,0.752,5,-4.681,0,0.0281,0.0891,0.0,0.227,0.633,120.031,4,spanish
104116,2nSNqawExgEYd5k0CATOwO,Nil Moliner;Yera,MENEITO,MENEITO,67,198196,False,0.823,0.842,6,-3.484,1,0.0502,0.114,0.0,0.0593,0.961,122.024,4,spanish
104118,7Men0McTVqAHxfVrRCzb41,Marlon,De Perreo,De Perreo,65,173784,False,0.789,0.629,5,-5.307,1,0.0425,0.149,0.0,0.122,0.785,99.999,4,spanish
104121,7ql2RUmAmj36tkMUNWo7MT,Ana Mena;Rocco Hunt,A Un Paso De La Luna,A Un Paso De La Luna,67,167313,False,0.744,0.771,10,-5.403,1,0.0531,0.394,0.0,0.292,0.954,121.968,4,spanish
104151,6yCjU5j6YHbux2VQCBTTE1,Melendi,Lágrimas desordenadas,Tu jardín con enanitos,71,236975,False,0.721,0.834,7,-4.457,1,0.0345,0.337,0.0,0.104,0.53,127.92,4,spanish
104154,3FifroUyur8j5mTM78WuXQ,Alejandro Sanz;Aleks Syntek;Bebe;Belinda;Carlos Jean;Daddy Jean;David Otero;Enrique Iglesias;Estopa;Hombres G;Juanes;Kun Agüero;La Mala;La Oreja de Van Gogh;Macaco;Marta Sánchez;Merce;Miguel Bosé;Najwa;OBK;Sandra Carrasco;Shakira;Wally Lopez,Ay Haiti!,Ay Haiti!,65,311346,False,0.673,0.753,7,-5.002,1,0.119,0.272,0.0,0.071,0.424,120.057,4,spanish
104159,5N5GaRpXYZl5ZKKU5a5LtH,Aitana,Berlín,Berlín,66,146493,False,0.788,0.81,4,-3.136,1,0.0736,0.0656,0.000465,0.283,0.891,153.936,4,spanish
104160,0DXI6c9tNWsI4tvUftkQN8,Estopa,Estopa,Tu Calorro,66,190626,False,0.713,0.768,0,-9.115,1,0.0662,0.229,0.0,0.447,0.962,88.012,4,spanish
104163,6CHYyL3462Y2Bb2uWIIBkE,Chema Rivas,Algodón de azúcar,Algodón de azúcar,65,168000,False,0.785,0.732,1,-3.976,0,0.0377,0.248,0.0,0.298,0.64,99.967,4,spanish
104168,4iK6NFBfZ94xd6UJ0dHVoh,Dani Fernández,Dile a los demás,Dile a los demás,64,209925,False,0.743,0.895,10,-4.617,0,0.0357,0.00615,1.83e-06,0.0551,0.945,139.953,4,spanish
104169,1eHr7GbGrNMIb01YUwLdku,Estopa;Fito y Fitipaldis,Camiseta de Rokanrol,Camiseta de Rokanrol,63,229832,False,0.682,0.846,0,-5.119,1,0.0525,0.018,0.0,0.0957,0.423,129.993,4,spanish
104174,3hlWUNjAlbZ6nOjAbrivBv,Pereza,Animales,Princesas,65,217000,False,0.683,0.846,7,-3.551,1,0.0422,0.0634,0.0,0.346,0.706,131.884,4,spanish
104186,3UI9I3e1g1y5T3SMfdgfGO,Carlos Baute;Marta Sánchez,De mi puño y letra - Edicion Coleccionista,Colgando en tus manos (con Marta Sánchez),77,230280,False,0.836,0.637,6,-4.803,1,0.0367,0.535,0.0,0.129,0.875,120.025,4,spanish
104201,4waqcUQWdj0yH26STWl2Rq,La Oreja de Van Gogh,Lo Que Te Conte Mientras Te Hacias La Dormida,Rosas,77,236506,False,0.783,0.685,9,-5.008,1,0.0271,0.627,3.49e-06,0.108,0.54,107.01,4,spanish
104203,4hTXeWayUVMwoz6v1CviSN,IZAL,Copacabana,Copacabana,61,216566,False,0.62,0.81,9,-7.194,0,0.0485,0.0093,4.51e-06,0.207,0.512,144.924,4,spanish
104209,5nBPZbNLIJJqiDO1POCDGR,Lérica;Abraham Mateo,Espinita Clavá,Espinita Clavá,61,166552,False,0.689,0.844,4,-3.966,1,0.0536,0.113,0.0,0.236,0.907,146.92,4,spanish
104213,3QAzPYumpjW6pi9ah0056Y,Álvaro De Luna,Levantaremos al sol,Levantaremos al sol,64,223630,False,0.572,0.777,1,-3.899,0,0.0808,0.0029,0.0,0.0742,0.703,124.829,4,spanish
104217,7y4wECa98r7Q5asLVLpRPU,Andy & Lucas;Abraham Mateo;Lérica,Son de Amores (V20.0),Son de Amores (V20.0),62,178661,False,0.689,0.815,7,-4.55,1,0.0972,0.149,0.0,0.23,0.701,92.988,4,spanish
104221,0NSLB3GCpO9SU69XH8jjiF,Ana Mena;Rocco Hunt,Un beso de improviso,Un beso de improviso,63,171194,False,0.758,0.932,0,-5.325,0,0.0365,0.177,0.0,0.07,0.813,128.021,4,spanish
104224,3v1dCP3hk2djfWryqfp7sx,Melendi,Que El Cielo Espere Sentao..,Caminando por la vida,66,211680,False,0.695,0.958,5,-3.778,1,0.0827,0.0148,7.16e-06,0.154,0.711,108.054,4,spanish
104225,1t0iDaXutz0LrGzSBbWGu5,Dani Martín,"No, No Vuelve",Volverá - 2021,60,239200,False,0.66,0.812,6,-4.193,1,0.0307,0.000264,0.000133,0.566,0.773,124.031,4,spanish
104230,2MfzKUwj8ZTswNxY0A8GEA,Nolasco,Como te dé la gana,Las cosas pequeñitas,62,277546,False,0.805,0.719,7,-6.182,1,0.0415,0.638,0.0,0.068,0.743,95.508,4,spanish
104232,24UStI5AYA7g5ufFDh3LH0,Fito y Fitipaldis,Por la boca vive el pez,Por la boca vive el pez,65,269373,False,0.641,0.892,0,-2.812,0,0.0303,0.255,1.01e-05,0.221,0.841,151.229,4,spanish
104238,71J4vM6OnOl9Bs99CaS2dq,Dani Fernández,Entre las dudas y el azar,Dile a los demás,59,209925,False,0.743,0.895,10,-4.617,0,0.0357,0.00615,1.83e-06,0.0551,0.945,139.953,4,spanish
104252,2zQvtkghOHiBG48Bj0oFR9,Natos y Waor,Cicatrices,Cicatrices,66,176374,True,0.713,0.647,8,-8.314,1,0.346,0.728,0.0,0.139,0.281,120.036,4,spanish
104254,0n2lJjskWdFCvLI3ExAGha,Rozalén;Estopa,Vivir (with Estopa),Vivir (with Estopa),63,172000,False,0.715,0.906,8,-5.478,1,0.28,0.353,0.0,0.112,0.777,101.088,4,spanish
104255,0TlVTrOwRNH8YGvBDHqPCo,Natos y Waor;Kutxi Romero,Luna llena,Quiero volar,62,216062,False,0.66,0.653,4,-9.553,0,0.0452,0.0584,4.8e-06,0.0891,0.373,129.952,4,spanish
104257,6XX87ga7zsm14jRTzspgnM,Natos y Waor;Recycled J,Luna llena,Platos rotos,62,222391,False,0.863,0.602,7,-7.36,0,0.223,0.0811,1.63e-06,0.11,0.262,92.026,4,spanish
104258,5AiGpfWDQCb0DdVfMkA9W9,Natos y Waor,Luna llena,Rumba,62,99000,False,0.776,0.813,6,-5.323,0,0.146,0.0994,6.16e-05,0.097,0.397,93.998,4,spanish
104259,1uZJgxYvEOTlyY2baL0m17,Lérica;Belinda,No Estamos Tan Locos,No Estamos Tan Locos,62,206354,False,0.74,0.896,5,-4.319,1,0.149,0.0929,1e-06,0.679,0.688,101.976,4,spanish
104260,15h9quQgltWsgYsdqSyPNb,Fondo Flamenco,Las Cartas Sobre la Mesa,Mi Estrella Blanca,62,278958,False,0.701,0.804,10,-5.743,0,0.0379,0.71,0.0,0.0877,0.963,159.979,4,spanish
104263,15m2Op4d1ZtX0ScPaDNKcd,Estopa,Destrangis,Vino Tinto,63,198560,False,0.694,0.935,7,-3.215,1,0.105,0.359,0.0,0.0324,0.797,92.478,4,spanish
104269,3hXAHE8hVhksnZjVlCj6Jn,Ana Mena,Mezzanotte,Mezzanotte,67,165230,False,0.757,0.737,6,-3.175,1,0.0511,0.058,0.0,0.173,0.705,129.941,4,spanish
104272,2GJyBJWPmnM7pK961cB6iV,Melendi,Un alumno más,La promesa,67,233040,False,0.584,0.73,8,-5.095,1,0.0355,0.0674,0.00849,0.288,0.414,153.929,4,spanish
104273,5OaqffbeQyVVqtnA71Ci7K,Estopa,Estopa,Por la Raja de Tu Falda,63,202826,False,0.759,0.722,9,-9.906,0,0.0765,0.323,0.0,0.719,0.928,97.518,4,spanish
104276,6uzGmmQ4CuG9HvZktEy0LF,Manuel Carrasco,La Cruz Del Mapa,Qué Bonito Es Querer,64,270187,False,0.609,0.718,11,-7.177,1,0.045,0.6,0.0,0.082,0.426,93.94,4,spanish
104304,4dOoEYZjHIiCQbt7u4lJ9h,Pole.;Oscu,Tus Besos,Tus Besos,61,138071,False,0.58,0.777,9,-5.802,0,0.11,0.175,0.0,0.234,0.826,104.752,4,spanish
104308,0MN2EfM4BDyFaLgSWbf1Fq,Besmaya;Malmö 040,Matar la Pena,Matar la Pena,62,152553,False,0.704,0.684,7,-7.05,1,0.0602,0.161,0.0,0.464,0.695,145.018,4,spanish
104310,1YMWhMWwKs2LrxqNHWQjaL,Antonio José;Chema Rivas,Agarraito,Agarraito,61,169404,False,0.737,0.862,6,-3.872,0,0.208,0.0756,0.0,0.379,0.815,100.066,4,spanish
104313,1YSPIHUt1JiN9H1GcgH8Ce,Amaral,Hacia Lo Salvaje,Cuando Suba La Marea,51,265213,False,0.634,0.643,8,-5.177,1,0.0271,0.386,9.61e-05,0.109,0.409,115.997,4,spanish
104314,4UtREbGYnd1nZLckEb5y8J,M-Clan,Sin Enchufe,Carolina - En directo 2000,60,263679,False,0.649,0.9,7,-4.135,1,0.0306,0.146,0.0,0.694,0.86,123.978,4,spanish
104317,1EC0JRoSi9YL5zExd3Euc3,Los Ronaldos,4 Canciones,No Puedo Vivir Sin Ti,63,254840,False,0.593,0.804,0,-4.917,1,0.037,0.412,0.0,0.109,0.596,128.425,4,spanish
104319,3z4XtoZVf8AOoR18Lnp7e1,Pablo Alborán;Aitana;Álvaro De Luna,Llueve sobre mojado,Llueve sobre mojado,65,228783,False,0.663,0.782,11,-4.519,0,0.1,0.00153,0.000848,0.121,0.611,145.077,4,spanish
104321,5fxnoiUBJ5DMAQEYb2uFOr,Abraham Mateo;Sofía Reyes,Sigo a Lo Mío,¿Qué Ha Pasao'?,62,198053,False,0.648,0.752,7,-4.13,1,0.133,0.315,0.0,0.201,0.405,178.24,4,spanish
104323,3ztnp89aCU5OMQBlbIkEI8,IZAL,Copacabana,Pequeña Gran Revolución,59,275493,False,0.578,0.791,9,-5.758,1,0.0315,0.0975,5.58e-05,0.118,0.162,105.042,4,spanish
104328,428cFrawSqeLoyooQjAW9d,Fito y Fitipaldis,Lo mas lejos a tu lado,La casa por el tejado,63,267760,False,0.734,0.852,7,-5.632,0,0.0483,0.323,2.27e-05,0.421,0.89,149.976,4,spanish
104352,3Z7JMhKrVBiMvMd0xV1vyI,David Bisbal;Sebastian Yatra,En Tus Planes,A Partir De Hoy,66,196802,False,0.652,0.847,6,-5.031,1,0.0552,0.188,0.0,0.378,0.515,163.939,4,spanish
104353,5VNYS2e1Jsa4vrDCvcOgC0,Carlos Baute;Chenoa,El Chisme,El Chisme,58,167980,False,0.708,0.766,11,-4.485,1,0.0778,0.061,0.0,0.104,0.462,93.777,4,spanish
104354,5JnASEjM04jp20CjK6PqfI,Pole.;Hens,Dale,Dale,62,164181,False,0.818,0.808,2,-4.109,1,0.0531,0.0165,0.0,0.226,0.798,110.023,4,spanish
104357,1hf8CDYdkkcQhthrRL8iy7,Rigoberta Bandini;Amaia,Así Bailaba,Así Bailaba,61,209573,False,0.665,0.718,2,-5.25,1,0.129,0.101,0.0,0.966,0.514,100.002,4,spanish
104358,4bZEZhCq2kqUxnMacXVl5x,Vetusta Morla,Un Día en el Mundo,Copenhague,60,303693,False,0.559,0.742,9,-3.945,1,0.0243,0.411,0.0107,0.133,0.482,92.959,4,spanish
104365,40tFJtuES1da2fg0OurUdI,Jarabe De Palo,Tragas o Escupes,Eso Que Tú Me Das,64,214553,False,0.778,0.804,0,-5.699,1,0.0286,0.144,9.5e-05,0.0676,0.836,130.004,4,spanish
104378,4LRF5Z4aEOVa0Npgtaj2hN,Funambulista,Me Gusta la Vida,Me Gusta la Vida,59,174868,False,0.725,0.911,1,-4.153,1,0.0726,0.0557,0.0,0.0836,0.876,95.053,4,spanish
104396,6IMIx38wIqHoLTdGcBwyEC,El Último De La Fila,"Las 100 mejores canciones del Pop Español, Vol. 3",Como un burro amarrado en la puerta del baile - 2008 Remastered Version,56,218160,False,0.651,0.873,7,-4.719,1,0.0367,0.075,0.0,0.19,0.868,82.655,4,spanish
104400,22QO6gby3fhNRkNVAFxp5v,Marc Seguí,Agua Salada,Agua Salada,61,213434,False,0.834,0.679,10,-4.803,0,0.0518,0.0626,0.0,0.106,0.578,139.843,4,spanish
104401,5GYM4rUDvbT9ov3eS1YMll,Aitana;Lele Pons,TELÉFONO (Remix),TELÉFONO - Remix,50,163786,False,0.672,0.886,2,-3.234,1,0.0684,0.201,4.79e-05,0.104,0.667,171.995,4,spanish
104402,0wQCKR9OFjYu5Kzrk7WivJ,Alejandro Sanz,Más,Corazón partío,76,343413,False,0.648,0.846,0,-6.731,1,0.0424,0.199,4.23e-06,0.0803,0.815,160.075,4,spanish
104403,3yOmf3oK10XIVRc99bwSyO,Hens;Pole.;Funzo & Baby Loud,Batmóvil (Remix),Batmóvil - Remix,63,210000,False,0.655,0.839,10,-6.087,1,0.0591,0.0843,0.0,0.164,0.387,108.047,4,spanish
104409,1Wrzhfa5bNlqvsnCztz190,Hombres G,Hombres G (Edición 30 Aniversario),Devuélveme a mi chica,78,194866,False,0.603,0.843,9,-7.597,0,0.0557,0.0031,0.0337,0.445,0.503,172.676,4,spanish
104410,7iW1sJFKISpdIwcduuNigj,Álvaro De Luna,Levantaremos al sol,Levantaremos al sol,58,223630,False,0.572,0.777,1,-3.899,0,0.0808,0.0029,0.0,0.0742,0.703,124.829,4,spanish
104413,4h8G92N79vf7w3RGzdDhLI,Ana Mena,Cuando la noche arriba,Cuando la noche arriba,60,179196,False,0.726,0.645,11,-6.412,0,0.037,0.00371,0.0,0.128,0.461,126.006,4,spanish
104415,2wTLbEnuUpV2QMt4XUVxxu,Erpeche,Doblando la Dosis,Aire Ke Respiro,59,189727,False,0.715,0.945,4,-3.964,1,0.0842,0.0196,1.08e-06,0.027,0.924,102.006,4,spanish
104438,6AXCWtG8yPOcsFnKMqPILE,Fondo Flamenco,Todo un Gran Éxito,Escuchame Mujer,58,218093,False,0.69,0.876,0,-5.403,0,0.0536,0.346,0.0,0.0787,0.442,147.9,4,spanish
104439,3Aj18tBmQKLTGU3KEpbZ40,Estopa,Voces de Ultrarumba,Vacaciones,59,192386,False,0.738,0.803,9,-9.14,1,0.0483,0.509,1.52e-05,0.163,0.968,98.016,4,spanish
104442,1vmSs9UqHEF09fw75pDVXG,Leiva;Elsa y Elmar,Cuando Te Muerdes el Labio,Flecha,59,233826,False,0.79,0.698,1,-5.332,0,0.0353,0.125,2.32e-05,0.0721,0.874,119.033,4,spanish
104452,7vHzOI0lrq6dXsHuQWpBpT,Aitana;Ana Guerra;Greeicy;TINI,Lo Malo (Remix),Lo Malo - Remix,59,184009,False,0.703,0.737,1,-4.397,0,0.0469,0.289,1.41e-06,0.111,0.604,95.0,4,spanish
104453,5QhOF5HXgZ0OFUZSE5kEv1,Coti,Coti,Nada Fue Un Error,69,208200,False,0.622,0.818,9,-6.784,1,0.0327,0.0831,0.0,0.31,0.849,138.495,4,spanish
104454,62d7z0IxvALeYUTOvUlCiw,Natos y Waor,Luna llena,Dame calor,60,179528,False,0.867,0.605,9,-9.011,0,0.179,0.00325,0.00117,0.101,0.503,119.977,4,spanish
104455,4OuiDQdjh3I7aswGHyT0rC,Natos y Waor;Recycled J,"Hijos de la ruina, vol. 3",Sudores fríos,63,275878,True,0.887,0.65,8,-6.805,0,0.259,0.0167,0.00962,0.0989,0.389,115.988,4,spanish
104467,5SAED5EpG2omE0XIBLwKLi,David Bisbal,Tú Me Delatas,Tú Me Delatas,59,197426,False,0.742,0.817,0,-5.135,0,0.0687,0.08,0.0,0.0495,0.943,95.991,4,spanish
104469,24w139jhWNnuQjnlhlzLvi,Loquillo Y Los Trogloditas,"Feo, Fuerte y Formal",Feo Fuerte y Formal,59,242266,False,0.716,0.879,5,-6.179,0,0.0349,0.0454,0.0,0.243,0.905,126.368,4,spanish
104470,3exoEpRfk1AzrA8EHEOA3X,Melendi;Guaynaa,Likes y Cicatrices,Por si las Moscas,58,231973,False,0.74,0.867,9,-4.309,1,0.0615,0.117,0.0,0.13,0.67,91.978,4,spanish
104472,0rFD2VyCIu2ToXbkvlsKJv,Melendi;Mau y Ricky,Likes y Cicatrices,La Boca Junta,60,228866,False,0.662,0.834,11,-5.148,1,0.0405,0.51,0.0,0.0677,0.751,154.966,4,spanish
104476,1hbWtHgRDG25DkmxE4I28V,La Oreja de Van Gogh,Lo Que Te Conte Mientras Te Hacias La Dormida,Puedes Contar Conmigo,67,236786,False,0.651,0.894,6,-4.843,1,0.0317,0.0706,0.0,0.13,0.561,144.95,4,spanish
104479,3y8LURp2yO9vxB9Mrrsptd,Rigoberta Bandini,La Emperatriz,Canciones de Amor a Ti,61,198946,False,0.681,0.756,0,-6.065,1,0.141,0.149,0.0176,0.102,0.676,144.878,4,spanish
104485,4B6ko7lt1sUtyFzBDF4yfK,Manolo Garcia,Arena En Los Bolsillos,Pajaros de Barro,63,246240,False,0.719,0.597,5,-5.964,0,0.106,0.485,0.0,0.0762,0.651,144.99,4,spanish
104500,05HpBFLrHBjWpgV0DSPUAv,Marc Seguí;Pol Granch,Tiroteo,Tiroteo,69,266290,False,0.747,0.605,9,-6.633,1,0.0269,0.0548,3.55e-06,0.0794,0.564,110.402,4,spanish
104502,55DfugJIh1351fCiwO2we2,Dorian,La Ciudad Subterránea,La Tormenta De Arena,64,368360,False,0.603,0.804,6,-2.952,0,0.0312,4.75e-05,0.00109,0.0592,0.548,127.983,4,spanish
104504,7JH8AeMBtVm7PlVVzsRXhi,Nyno Vargas;Omar Montes,Bandolera,Bandolera,58,197052,False,0.788,0.728,5,-4.813,1,0.0595,0.33,0.0,0.29,0.531,94.972,4,spanish
104508,6hpxFeXdcn1cvjtxXc7NSD,Lola Indigo,AN1MAL,AN1MAL,60,163893,False,0.767,0.62,9,-5.406,0,0.0424,0.0893,0.000122,0.267,0.585,124.972,4,spanish
104510,5tzOL69W6lCp4gAomIXMnJ,Pole.;Pilar Moxó,Quédate conmigo,Quédate conmigo,61,216058,False,0.58,0.715,1,-4.74,1,0.0397,0.677,0.0,0.243,0.46,145.91,4,spanish
